q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q1a,q1b,q1c,q1d,q1e,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,q2k,q2l,q2m,q2n,county,dist_river,dist_lake,dist_coast,q3
30,2,3,1,2,0,4,5,1,1,4,4,4,4, ,5,5,3,3,1,3,3,1,5,2,5,1,3,5,4,21676.85,24675.326,33134.059,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,17472.318,25620.895,25620.895, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,18903.582,26380.785,26380.785, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,15568.941,25649.619,25649.619, 
40,1,3,1,3,1,4,4,2,1,1,4,3,2,3,5,3,3,1,1,2,4,4,1,1,1,1,1,2,4,16102.61,25872.889,25872.889,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,15988.499,25825.213,25825.213, 
24,1, ,1,3,1,3,4,2,4,5,5,1,1,5,5,4,4,5,5,5,5,3,3,1,2,5,5,5,4,16912.732,26211.391,26211.391,2
39,1,3,1,4,1,2,4,2,5,1,5,1,1,5,5,5,5,5,5,5,5,5,3,1,3,5,5,5,4,15697.137,25703.076,25703.076,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
70,1,3,1,2,0,2,4,2,1,5,5,2,1,2,4,3,3,3,3,4,5,3,3,2,1,1,3,4,4,13991.922,25528.379,25528.379,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,15882.951,21621.811,21621.811, 
37,2,3,1,3,0,3,5,2,1,1,5,5,1,5,1,1,3,1,1,1,3,1,1,5,5,3,1,1,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,14720.354,26519.682,26519.682, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,21572.518,24359.354,28367.443, 
27,2,3,1,4,2,3,5,2,1,3,5,4,4,1,5,5,2,1,1,3,2,5,1,1,1,1,1,1,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,15382.082,26577.951,26577.951, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
42,2,3,3,3,0,3,3,2,1,5,5,2,5,5,5,1,5,1,5,5,5,5,1,1,1,1,4,4,4,15861.036,25088.363,25088.363,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,15882.308,25021.6,25021.6, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,21810.674,24100.508,28604.193, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
74,2,3,4,1,0,3,1,2,1,1,1,1,1,5,5,5,3,5,5,1,3,2,5,5,3,1,1,5,4, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,18269.402,27265.246,27265.246, 
44,1,3,1,3,1,2,5,2,1,1,4,4,4,2,2,1,2,2,1,3,3,5,5,1,5,3,1,4,4,18315.68,25597.252,25597.252,1
81,1,5,1,2, , ,1, , , , , , , , , , , , , , , , , , , , , ,4,15762.736,20186.777,20186.777,1
44,2,3,2,3,0,3,2,2,5,1,5,2,1,5,5,4,3,1,4,3,4,4,4,2,2,2,2,4,4,15191.153,19902.375,19902.375,2
55,1,3,1,2,0,3,5,2,1,4,4,1,2,3,4,3,2,1,2,1,1,5,3,1,1,1,1,2,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,13478.498,27744.66,27744.66, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
49,1,3,1,2,0,2,4,2,1,4,5,5,5,3,4,4,5,4,4,5,5,4,3,3,3,3,3,3,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
33,1,3,1,6,4,3,5,2,1,1,4,4,2,1,3,1,1,1,1,1,1,5,1,1,3,1,1,3,4, , , ,1
50,2,3,2,1,0,4,3,2,2,5,5,1,2,4,4,4,4,3,4,4,4,3,2,1,1,1,1,2,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
39,2,5,1,3,0,1,4,2,1,1,4,5,1,4,4,2,2,4,3,4,3,3,2,1,3,1,4,3,4, , , ,1
85,1,3,4,1,0,1,1,2,1,3,4,1,1,2,2,1,3,4,4,4,3,3, ,3,2,1,3, ,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
68,1,5,1,2,0,2,4,2,1,3,4,4,1,3,1,1,1,3,1,3,3,1,3,1,4,1,1,1,4, , , ,1
62,1,3,1,2,0,2,3,2,1,4,4,2,1,2,5,5,3,3,5,3,5,5,1,3,3,1,1,5,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
76,1,3,1,2,0,3,3,2,1,1,3,2,1,3,3,1,2,1,1,3,3,3,3,1,1,1,1,1,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
54,2,3,1,2,0,3,5,2,1,1,1,5,1,1,2,1,1,1,1,3,1,4,4,5,3,5,1,5,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
43,1,5,1,2,0,2, ,2,4,3,5,5,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,4, , , ,1
59,1,3,1,3,0,3,4,2,1, , , , , , , , , , , , , , , , , , , ,4, , , ,1
68,1,3,1,2,0,3, ,2,1,5,5,5, ,5,5,5, , , ,5,5,5,5,3,5,3,3,5,4, , , ,1
63,1,4,1,1,0,4,5,2,1,5,4,3,1,1,5,4,4,2,2,4,5,5,2,4,4,4,4,5,4, , , ,1
64,1,3,1,2,0,2,2,2,1,1,4,5,1,1,5,5,5,1,1,4,4,4,1,1,1,1,1,4,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
59,1,3,3,1,0,3,5,1,4,3,4,5,4,2,3,3,5,3,3,4,3,5,1,3,4,1,3,4,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
52,2,3,1,3,0,2,5,2,1,1,5,5, ,1,4,2,4,1,1,2,1,4, ,2,2,1,3,5,4, , , ,2
55,1,3,1,4,0,3,5,2,2,1,4,2,1,1,1,1,1,1,1,1,1,4,5,3,3,1,3,5,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 ,2,3,3,3,0,3,4,2,2,1,5,5,3,5,4,4,4,3,4,3, ,3,3,5,5,5,5,5,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
49,2,3,3,1,0,2,2,2,4,2,4,2,1,2,4,2,4,2,2,3,2,3,1,4,4,4,3,3,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
60,2,3,4,5,2,2,3,2,1,1,5,2,1,1,1,1,1,1,3,3,3,4,4,4,2,1,1,3,4, , , ,1
35,1,3,1,2,0,2,3,2,4,3,4,4,1,2,3,3,3,2,2,3,3,3,3,3,4,3,4,3,4, , , ,1
57,1,3,1,2,0,2,5,2,1,2,5,4,2,3,4,4,4,2,3,3,3,4,2,2,2,2,3,4,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
44,1,3,1,3,1,5,3,2,4,1,5,2,1,4,5,5,4,2,2,4,4,4,4,2,3,5,5,5,4, , , ,1
65,2,3,1,2,0,4,4,2,1,5,5,5,2,5,5,5,5,4,4,4,5,5,3,5,5,4,5,5,4, , , ,1
87,1,3,4,1,0,2,3,2,1,1,3,4,1,1,2,3,3,1,2,3,2,5,2,1,2,1,2,2,4, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
46,1,3,2,1,0,3,4,2,1,5,5,3,4,2,5,5,5,4,3,3,4,5,5,4,5,2,3,2,4, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
65,2,3,3,3,0,5,5,2,1,3,5,4,3,3,4,4,5,4,4,3,4,4,4,2,2,2,2,4,4, , , ,1
52,1,3,1,4,0,2,5,2,2,5,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,5,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
52,1,1,1,2,0,3,3,2,1,1,1,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
18,1,3,2,5,2,2,5, ,1,2,4,3,1,3,4,5,2,3,4,4,4,2,2,3,4,4,3,4,4, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1749.721,5212.313,34996.289, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2110.951,4271.502,33005.688, 
4, , , ,46,2,1,1,2,1,1,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,1,2,5,5,2247.146,4034.508,32996.535,2
43,2,3,1,5,2,3,5,2,1,4,5,4,3,4,5,5,5,4,4,4,5,4,3,2,3,1,2,1,5,896.992,4756.525,33862.402,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1724.75,4880.624,34580.465, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1752.507,4583.587,33401.375, 
75,2,5,4,1, ,1, ,2,5, ,5, , , , , , , , , , , , , , , , , ,5,2677.659,3911.127,33800.523,2
45,1,3,1,4,2,4,5,2,1,5,5,2,4,2,5,5,4,4,3,4,4,4,5,2,2,2,1,3,5,2351.845,3847.646,33014.145,1
54,2,3,1,4,1,4,5,2,1,4,4,5,2,2,5,5,4,3,3,4,4,5,2,4,3,1,1,2,5,1566.171,3173.6,32354.859,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,632.707,5323.297,34341.371, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2854.107,2854.107,32243.742, 
55,2,3,3,1,0,5,4,2,1, ,5, ,4,4,5,5,5,3,5,4,5,5,3,1,3,1,1,1,5,374.695,5866.098,34802.98,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1099.32,4541.575,33601.215, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2781.486,5481.245,35692.539, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
78,2,3,1,2,0,3,3,2,1,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,1,1,1,1,5,828.803,5327.678,34461.066,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,516.21,6072.022,35567.98, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2403.638,3756.058,33059.672, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2361.076,3852.132,32987.832, 
64,2,3,1,2,0,3,5,2,1,5,5,3,1,1,4,5,1,1,1,5,5,4,4,4,5,1,1,5,5,2485.9,5325.639,35434.703,2
77,1,3,1,2,0,5,5,2,1,5,5,1,1,1,5,5,5,4,2,4,5,5,3,2,4,1,1,5,5,2681.431,5407.104,35586.336,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2059.151,5750.804,35711.145, 
24,2,3,1,3,1,2,2,2,2,1,1,4,1,5,1,1,1,4,5,4,5,1,1,1,4,3,4,1,5,2031.891,4154.168,33665.418,2
53,2,3,1,2, ,5,5,2,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5, , , ,2
80,2,5,4,1,0,1,2,2,1, , ,4, , ,4, , , , , ,4, , , , , , ,4,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
62,1,3,4,1,0,3,4,2,1,3,4,2,1,3,4,4,2,2,3,3,3,4,3,2,2,1,3,3,5,805.18,12452.679,40649.227,1
75,2, ,4,1, ,1, ,2,1,2,2, ,2,4,1,1,1,1,1,1,1,3,3,1,1,1,1,5,5,1209.728,10560.025,39382.508,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,947.221,12800.94,39937.629, 
52,1,7,1,3,0,1,2,2,1,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,238.546,9674.546,37163.723,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,612.222,12266.337,40311.309, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,752.245,11779.6,39283.598, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
76,2,3,1,2, ,4,5,2,1,2,3,3, , , , , , , ,2,2, ,3, , , , ,3,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1275.389,10677.105,39590.047, 
44,1,3,1,5,3,3,5,2,1,4,5,4,2,4,5,5,4,4,4,4,4,3,3,2,5,3,4,5,5,241.374,4954.503,34534.754,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3738.203,12124.229,41710.617,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,150.561,9448.98,36460.234, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,260.138,8566.488,35881.477, 
37,2,1,2,5,3,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,257.039,13472.279,40404.914,2
81,1,3,4,2,0,4,3,2,1,2,4,3,1,1, ,4,4,3,2,4,2,5, ,4,1,1,1,1,5,2413.275,11804.154,41133.98,1
87,1,3,1,2,0,3, ,2,1,4,4, , , ,5,5,5, , ,4,4, , , , , , , ,5,590.609,10621.196,38895.168,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
49,2,3,3,5,2,3,2,2,4,5,1,4,1,1,5,5,1,1,1,5,5,1,1,1,1,1,5,5,5,695.087,10505.011,38830.582,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1264.732,10764.881,39696.922, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1394.42,10737.34,39721.711, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1404.638,10735.545,39724.273, 
35,1,3,1,2,0,5,1,2,4,5,5,1,1,1,5,5,5,4,1,5,5,5,1,1,4,1,1,1,5,1797.588,8618.198,38681.02,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1385.763,9086.705,38455.555, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,90.817,4914.076,34427.461, 
55,1,3,1,2,0,3,5,2,1,4,4, , , , , , , , , ,4, , , ,4, , ,4,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1176.001,11045.177,40023.668, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1275.099,10839.735,39801.094, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1156.305,9433.896,37700.73, 
64,2,3,4,3,0,3,3,2,1,4,4,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,4,5,1142.633,9038.344,37287.789,2
80,2,5,4,1,0,2,3,2,1, , , , , , , , , , , , , , , , , , , ,5,1866.752,8116.038,37614.496,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1332.338,12782.621,40384.473, 
67,1,3,1,2,0,3, ,2,1,3,5,4,1,2,4,4,3,1,2,4,3,4,4,5,5,1,1,5,5,837.74,12501.8,40544.063,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
80,2,5,4,1, ,5,2,2,1, ,5,5, , ,4, , , , , , , , , , , , , ,5,3080.086,10283.232,39871.117,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3104.861,9020.162,38608.898, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,176.042,5964.249,35350.258, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,492.786,12246.907,41074.492, 
47,2, ,3,3,1,2,2,2,1,4,4,3,1,3,5,5,5,4,3,4,5,3,3,5,5,5,5,5,5,1412.966,13275.231,41235.66,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1020.038,11189.334,40138.766, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1168.269,12751.349,40106.207, 
30,1,3,2,1,0,5,3,2,1,4,5,3,3,5,2,2,4,1,5,2,3,5,4,2,3,2,4,5,5,798.385,12381.036,40255.504,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,360.32,13731.118,40840.355, 
43,2,1,1,5,2,4, ,2,1,2,4,5, ,4,5,2,1, ,3,5,5,1,1, ,3,3,3,4,5,527.984,13178.481,40092.723,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1422.979,7005.383,36751.219, 
70,1,3,1,2,0,5,5,2,1,3,2,1,4,3,4,2,4,3,3,4,3,2,2,2,2,2,1,4,5,651.401,12760.661,41045.84,1
68,1,3,1,2,0,2,3,2,1, ,5, , , ,5, ,5, ,5,5, , , , , , , ,5,5,3553.664,5797.513,36199.598,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
83,2,1,4,1,0,2,1,1,1,1,5,5,1,2,1,1,3,2,4,4,4,2,3,5,5,1,5,5,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1021.655,12702.408,40821.32, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,880.226,9139.541,37237.48, 
47,1,3,1,3,0,3,5,2,1,2,4,3,1,2,4,4,3,1,1,3,4,2,3,3,4,2,2,3,5,634.677,13322.768,42225.195,1
54,1,3,1,2,0,4,5,2,1,4,4,3,2,4,4,4,3,3,3,4,4,4,4,2,2,2,2,2,5,223.434,6765.165,35887.914,2
60,2,3,3,1,0,5,3,2,1,5,5,3,1,5,5,4,5,4,5,5,4,5,1,5,5,1,3,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
51,2,3,3,8,4,2,1,2,4,1,5,5,1,3,4,4,4,2,3,3,4,3,3,4,4,5,5,5,5,15243.896,25013,54972.996,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5335.19,18981.217,48077.219, 
45,1,3,1,5,2,3,5,2,2,5,5,5,5,1,5,5,5,5,5,5,5,1,1,3,3,1,1,5,5,2755.882,14362.363,43756.664,2
33,2,3,1,2,0,4,5,2,1,4,5,4,1,3,4,3,5,4,3,3,4,5,1,1,3,3,3,2,5, , , ,2
57,1,3,1,3,0,2,3,2,4, ,5, , , , , , , , ,3, , , , , , , , ,5,9541.2,22413.217,51875.621,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,768.069,14155.262,41780.723, 
54,1,3,1,2,0,4,5,2,1,1,3,1,1,1,4,4,3,2,1,3,1,5,5,3,2,1,1,1,5,14203.544,23952.625,53860.227,1
35,2,3,1,3,1,3,5,2,2,2,5,5,2,3,3,4,3,1,5,4,4,1,3,3,3,1,2,3,5,3492.562,28474.846,48903.117,2
63,2,3,4,1,0,2,3,2,1,1,5,1,1,3,2,2,4,1,4,2,1,3,4,1,1,1,1,1,5,3233.519,3617.947,27596.84,2
34,2,3,1,3,1,3, ,2,1,1,3,3,3,4,4,4,4,2,4,5,1,1,1,1,1,1,1,1,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
64,2,3,1,2,0,3,2,2,4,4,5,5,1,4,5,1,4,3,4,5,5,4,4,4,4,1,1,1,5,14931.4,26014.918,55686.594,2
63,1, , ,2, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4368.437,18509.979,46683.457, 
44,2,3,1,4,2,4,5,2,1,2,4,1,4,3,3,3,1,1,1,4,4,1,1,2,2,1,1,4,5, , , ,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5676.956,19298.76,48415.313, 
37,1,3,1,5,2,2,5,2,2,4,4,4,1,3,4,4,4,3,3,4,5,3,4,2,2,1,1,2,5, , , ,1
48,1,3,1,2,0,2,5,2,1,4,3,4, ,3,5,5,3,3,4,3,5,3,3,4,3,3,4,4,5,5492.947,20903.732,49255.633,2
71,2,3, , , ,4, ,2,1,2,5,4,1,2,4,1,1,1,3,2,2,4,4,2,3,1,1,1,5,14758.59,27167.775,56755.746,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2768.744,18417.32,45983.68, 
41,2,3,1,4,2,4,5,2,1,5,5,5,2,4,5,5,1,1,1,2,1,1,4,2,2,1,1,1,5,5445.336,21110.73,49426.652,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
51,1,1,1,3,1,4,5,2,2,5,5,5,1,4,5,5,5,4,5,5,5,4,4,3,3,3,3,3,5,2081.706,15765.113,44057.23,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3713.956,17627.098,46445.922, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4488.181,18506.027,46721.805, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4497.785,18533.633,46751.117, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
49,1,3,1,4,2,3,5,2,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,5,13061.681,22175.375,52336.582,1
41,1,3,1,6,3,2,5,2,4,1,3,4,1,1,4,3,1,1,1,1,1,3,3,3,3,1,3,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
34,1,3,1,5,3,3,3,2,1,5,4,1,1,1,3,1,3,1,2,1,1,4,5,1,1,1,1,3,5, , , ,1
95,1,3,4,1,0,1,5,2,2,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
71,2,5,1,2,0,1, ,2,1, ,5, , ,5, , ,5, , ,5, , , ,5, , , , ,5, , , ,1
50,1,3,1,4,1,2, ,2,2,3,5,5,1,1,4,4,5,4,3,5,4,5,5,5,4,5,5,5,5,11475.012,22502.588,52877.191,1
55,1,3,3,1, ,1,4,1,2,5,5, , , , , , , , , ,4, , , , , , , ,5,5644.947,21278.949,49826.051,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,11101.743,23163.465,53504.02, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8923.292,26746.311,56497.625, 
46,1,3,1,3,0,2,5,2,1,2,5,3,1,1,5,5,5,3,3,4,4,3,5,5,5,4,2,5,5,8295.328,26492.711,55971.625,1
51,1,3,1,2,0,3,5,2,1,3,1,5,2,2,3,3,3,1,1,3,5,3,5,5,5,5,5,5,5,6871.554,22959.322,52305.672,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6076.519,16390.781,46074.68, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,12870.22,30028.773,60359.008, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1850.793,22300.094,47573.473, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7326.259,18939.578,48799.656, 
56,1,3,3,1, ,3,4,2,1,1,3,2,1,2,2,4,4,2,2,3,2,2,1,3,4,3,2,4,5,5637.793,32318.229,58915.844,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10250.049,29263.957,59082.297, 
 , , , , , , , , , , ,5,5, , , , , , , , , , , , , , , , ,5,13105.439,21219.027,51696.641,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
50,1,3,1,3,1,2,4,2,4,1,3,3,3,1,2,3,1,4,1,4,1,4,3,1,2,3, ,1,5,11973.786,31062.025,61292.691,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6582.818,20915.992,50115.996, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9777.931,27995.033,57801.156, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6559.708,20910.842,50094.207, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,9600.583,25497.184,55637.652, 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10742.954,17665.264,48081.867, 
64,1,3,1,3,0,2,4,2,2,2,4,1,1,1,1,1,4,1,1,3,2,5,5,3,2,1,1,5,5,5392.76,15255.628,44710.289,1
43,1,3,1,4,1,2,5,2,1,2,4,4,3,1,3,3,2,3,3,3,4,2,2,1,3,1,1,5,5,9674.783,18448.645,48724.77,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
55,1,3,1,3,0,2,5,2,1,1,5,3,1,1,5,5,3,1,1,2,2,5,5,2,2,1,2,5,5, , , ,1
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
48,2,3,1,4,1,2,4,2,1,1,3,3,1,5, , ,1,1,3,3,3,1,1,1,3,3,2,4,5,6455.549,22854.549,51942.828,2
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,10151.28,28883.48,58707.711, 
